caption,comments1,comments,likes,timestamp,url,collection date,timespan,time,wc,log(wc),post interval,pf,sf,sf_new,saturation,revenue,posts,person,plant,cluster1,cluster2,cluster3,pfr,sfr
"What’s your Fabel?

Is it a getaway to destinations unknown, or a sweet escape? 
Well, there’s always a story in the making. So, make each one count with our new western wear brand, Fabels. 

Discover exclusive curation that seamlessly blends artisanal roots with modern silhouettes for the global travellers with an Indian soul. 

Visit today. 
Styles available in select Fabindia Experience Centres and exclusive Fabels stores near you.
📍 New Delhi
📍Gurugram
📍Dehradun
📍Chandigarh
📍Lucknow
📍Ahmedabad 
📍Kolkata
📍Chennai
📍Hyderabad 
📍Bangalore
📍Trivandrum
.
.
.
.
.
.
#fabels #fabindia #celebrateIndia #celebratingPeople #fabelsbyfabindia #handcrafted #westernwear 

[Fabindia western wear, Fabels, handcrafted western wear, smart casuals for women, winter wear, artisan textiles, Indian craftsmanship]",0,0,3255,2025-12-31T19:00:19.000Z,https://www.instagram.com/p/DS8EVdgATrA/,16-03-2026,31-12-2025,45,25,3.258096538,0,1,3,2,58,3.671628821,4680,0,1,,0,1,4,2
"Where modern meets everyday elegance. 

Shop the Fenton Woven Leather Bench now.",0,0,3262,2025-12-15T18:00:55.000Z,https://www.instagram.com/p/DSSnTVlEr21/,16-03-2026,15-12-2025,58,78,4.369447852,0,1,7,2,66,3.015354872,4680,0,1,,1,1,9,2
"Where curves meet comfort. The Laurent Bed brings a soft, modern silhouette to your bedroom. 
Discover in-store or online at www.westelm.in",0,0,3307,2024-12-18T07:30:00.000Z,https://www.instagram.com/p/DDth4kqyWtb/,16-03-2026,18-12-2024,368,21,3.091042453,1,1,4,2,2,2.75977114,12300,1,1,,1,1,7,2
"High ceilings, intricate mouldings and show-stopping curves. In this edition of BoConcept by You, our community delivers a masterclass in grandeur with the Bergamo sofa as the main star.

Wrapped around @juliebrandhoej's glossy coffee table or in a TV room styled by @designbreath, the modular curves of the Bergamo sofa are beautiful from every angle. 

Find the perfect sofa formation for your living room when you shop Bergamo via the link in bio.",0,0,3317,2025-10-08T11:06:59.000Z,https://www.instagram.com/p/DPi8VURgk2p/,16-03-2026,08-10-2025,122,38,3.663561646,0,1,4,2,27,1.977492889,4750,0,1,,0,0,1,2
"Exclusive Black Friday Finale! Experience the final wave of curated deals. 

Shop now.",0,0,3596,2025-09-14T12:54:32.000Z,https://www.instagram.com/p/DOlVhXEjV4v/,16-03-2026,14-09-2025,156,23,3.17805383,1,1,0,2,85,0,4750,1,1,,1,0,1,2
"There’s something special about seasonal layering. Handcrafted vases, rich red cushions, and cozy textures come together to create a space for warm gatherings.

 

Visit in-store or shop online at www.potterybarn.in",60,60,3596,2025-08-22T17:00:25.000Z,https://www.instagram.com/p/DNqf_kIM48R/,16-03-2026,22-08-2025,177,95,4.564348191,1,6,6,2,108,4.131976467,4680,0,0,,0,1,2,2
"Visual clarity meets tactile refinement in the Expose table’s curved silhouette.

Featuring reeded detailing and a handcrafted aluminium base, Expose is a contemporary expression of understated luxury.

Click the link in our bio to shop Expose.

#LiveDanish #BoConcept #MinimalistHomeDecor #ContemporaryInteriorDesign #DesignForLiving",0,0,3598,2026-01-13T13:06:23.000Z,https://www.instagram.com/p/DTc7GsnDT_6/,16-03-2026,13-01-2026,36,23,3.17805383,1,2,0,2,201,4.223756666,12300,0,0,,0,1,0,2
"A timeless touch for your tablescape—our Lucas Ikat Napkins, crafted from organic cotton, bring pattern and sustainability together. 
 Explore now on www.potterybarn.in or in-stores.",0,0,3599,2025-07-02T16:03:25.000Z,https://www.instagram.com/p/DLnIWsizqXT/,16-03-2026,02-07-2025,204,100,4.615120517,0,2,3,2,152,3.566544578,10350,1,1,,0,0,1,2
"Winter Fabels. Christmas Edition.

Chilly evenings, wrapped in layers that feel warm, easy, and indulgent.
Rich textures, warm hues, and crafted details, made for celebrations.

As the cold settles in, jackets and cardigans complete the look with effortless warmth.

Discover Winter Fabels in select stores.

#fabels #fabindia #celebratelndia #celebratingPeople #fabelsbyfabindia 

[Fabindia western wear, Fabels, handcrafted western wear, smart casuals for women, winter wear, artisan textiles, Indian craftsmanship]",0,0,3909,2025-08-23T18:00:44.000Z,https://www.instagram.com/p/DNtLtOO3raH/,16-03-2026,23-08-2025,176,20,3.044522438,2,1,5,2,41,4.982416,4680,0,1,,0,0,6,2
"From rustic farmhouse tables to midcentury-inspired seating, discover dining designs crafted for comfort, character, and connection.

Shop the collection from Pottery Barn, now available at The White Crow store.

#TWC #RBL #PotteryBarn #NewLaunch",0,0,2500,2025-05-27T08:07:02.000Z,https://www.instagram.com/p/DKJlOD-SuA6/,16-03-2026,27-05-2025,224,83,4.430816799,1,2,0,2,249,2.608072764,9100,1,1,,0,0,0,2
"It's not a console table. It's a sculpture. 

Leggy and Brutalist-inspired, there's a reason why everyone has their eye on the Bixby console table. 

@asaafsaristudio
@stagedtosellhome

#mycb2",88,88,2040,2025-07-16T04:58:01.000Z,https://www.instagram.com/p/DMJ_VdCIuDf/,16-03-2026,16-07-2025,196,38,3.663561646,1,1,5,2,25,4.370821373,9100,0,1,,0,0,4,2
"Wear a kurta that’s tailor made for you with Bespoke Kurtas for Men.

Select from a curated range of 80+ premium fabrics and personalize your kurta down to the
finest details. Whether it is the structure of the collar, the finish of the cuff, or the selection of
buttons, every element is designed by you, for you.

Ready to ship in just 7 days.
Begin your Bespoke journey now. Available at fabindia.com, or through our dedicated fabONE

Link in Bio. 

#fabindia #celebrateindia #Bespoke #KurtaforMen #MensEthnicWear fabindiaonline
NotJustAnyKurta

[ Bespoke Kurta, Kurta for men, Fabindia menswear, Customised Kurta, Premium Fabrics,
Tailored Kurta, Ethnic Wear, Handcrafted, Fashion, Mens Fashion Wear, Fabindia online,
fabindia kurta, Customised Kurtas for Men, Traditional Wear for Indian Men ]",85,85,2500,2025-05-31T07:15:00.000Z,https://www.instagram.com/p/DKTycg5y2XJ/,16-03-2026,31-05-2025,218,29,3.401197382,0,0,0,2,20,0,9100,0,1,,0,0,0,2
"Experience the unparalleled comfort of the Lucia quilt and transform your bedroom into a haven of tranquility. 

Shop now on www.potterybarn.in or in-stores now.",0,0,2500,2025-05-29T13:29:22.000Z,https://www.instagram.com/p/DKPTsqZJv7M/,16-03-2026,29-05-2025,221,66,4.204692619,1,3,0,2,123,2.280376774,10350,1,0,,1,0,1,2
"Every thread, every design, every journey. There is always a Fabel in the making...
Unveiling Fabels by Fabindia, a brand that blends artisanal roots with refined western style, carefully crafted for the explorer in you, for the ones who carry heritage into the future.

Now Open at:
N Block, Greater Kailash I, New Delhi
9AM - 7:30PM

#fabindia #celebrateIndia #celebratingPeople #fabelsbyfabindia #handcrafted 

[Fabindia western wear, handcrafted western wear, smart casuals for women, winter wear, artisan textiles, Indian craftsmanship]",0,0,2500,2025-02-26T07:45:00.000Z,https://www.instagram.com/p/DGhzLjhor9b/,16-03-2026,26-02-2025,294,14,2.708050201,1,2,0,2,47,0,9100,0,0,,0,0,0,2
"The Song of Spring – The Second Verse: Now in Bloom

To the untrained eye, it is a delicate piece of fabric. To a Dastango (storyteller), it is a sprawling epic.

As the season turns, we are proud to unveil the next chapter of our tribute to Lucknow’s timeless artistry. The Song of Spring – The Second Verse: Now in Bloom is more than a collection; it is a continuation of a story written in thread and patience.

Behind every delicate motif lies a devotion that honours an ancient craft. From the rhythmic precision of the Bakhiya to the intricate knots of Phanda, our Karigars; the silent poets of the needle-have poured hundreds of hours into transforming fine fabric into a canvas of history. This second verse celebrates the resilience of these master craftspersons who have preserved this art form for centuries.

In this new chapter, every thread is a word, and every garment is a finished Dastan, waiting to be worn by you.

📽The Soul of Chikankari: Journey with us beyond the storefronts and deep into the heart of The City of Nawabs to see the hands that keep history alive. 

Watch the full film on its creation on our YouTube channel. (Link in Bio)
.
.
.
#fabindia #celebrateindia #celebratingpeople #chikankari #songofspring

[Chikankari, Chikankari making, Hand embroidery, Chikankari artisans, Lucknowi craft, Karigar work, Bakhiya stitch, Phanda work, Handmade threadwork, Heritage embroidery, Indian craftsmanship, Traditional embroidery, Slow fashion, Made in Lucknow, Craft stories]",0,0,2500,2025-04-05T07:45:00.000Z,https://www.instagram.com/p/DIDpXavyr3h/,16-03-2026,05-04-2025,253,26,3.295836866,0,1,0,2,1,0,12300,1,1,,1,0,1,2
"The weight of marble. The warmth of velvet. The patina of bronze. Instant character.

@avst.udio
@hayleyellenday
@quadra 
#mycb2",50,50,2040,2025-12-19T10:44:10.000Z,https://www.instagram.com/p/DScS9PTjCEE/,16-03-2026,19-12-2025,55,15,2.772588722,0,1,8,2,1,5.314083721,10350,0,1,,1,1,9,2
"Welcome the holidays with a symbol of warmth and hospitality.  

Drift away in style with the Winter Wreath Quilt & Pillowcases available in-stores or on our website.",0,0,2040,2025-07-17T07:00:57.000Z,https://www.instagram.com/p/DMMyJ6Zsy08/,16-03-2026,17-07-2025,195,97,4.584967479,1,1,8,2,14,0,4750,1,1,,1,0,7,2
"Virgo season is here, and it’s bringing tabletops styled with intention, perfectly aligned throw pillows and the art of getting every detail just right.",0,0,2500,2025-08-20T08:11:39.000Z,https://www.instagram.com/p/DNkdRccoj2Q/,16-03-2026,20-08-2025,178,5,1.791759469,0,1,0,2,33,4.772452401,4750,0,1,,0,0,2,2
"Solid wood. Sculptural lines. Timeless appeal.

The Boerum Dining Chair brings quiet elegance to every seat at the table — handcrafted for homes that value both form and function.",0,0,15945,2025-12-22T16:10:27.000Z,https://www.instagram.com/p/DSkmriziQl3/,16-03-2026,22-12-2025,53,18,2.944438979,0,1,11,2,178,3.744131614,10350,1,1,,1,1,6,2
"Add instant ambience to any room with the Aria Mercury Hurricanes. 

Available online and in-stores now.",0,0,2500,2025-07-27T07:00:55.000Z,https://www.instagram.com/p/DMmiGeNsEGY/,16-03-2026,27-07-2025,189,49,3.912023005,0,1,0,2,39,0,4750,1,0,,0,0,0,2
"Shop these pieces in our biggest sale of the year.

For our latest New Zealand project, our Interior Designers layered soft curves and neutral tones to complement the home's existing architecture.

Curate your home without compromise via the link in bio.",0,0,19815,2025-08-15T12:30:00.000Z,https://www.instagram.com/p/DNVeJbOhcLe/,16-03-2026,15-08-2025,180,20,3.044522438,0,0,0,2,48,1.930607282,9100,1,0,,0,0,0,2
"A graceful silhouette fit for the season. 

Discover our Bleecker Barware collection in-stores or on our website.",0,0,3000,2025-11-26T12:44:36.000Z,https://www.instagram.com/p/DRhSdHpiVAi/,16-03-2026,26-11-2025,75,21,3.091042453,1,2,3,3,165,2.956512234,10350,1,1,,0,0,0,2
"An all-marble table, that statement chandelier—your anchor piece sets the rules. Every other decision is just following orders.

@adr.adrianaddiaz
@alvinwayne
@den.styling

#mycb2",70,70,3000,2025-11-21T12:45:43.000Z,https://www.instagram.com/p/DRUam9ICVu3/,16-03-2026,21-11-2025,78,43,3.784189634,0,5,3,3,86,3.734460445,10350,0,0,,0,1,0,2
"Bring the beauty of nature indoors with the supersoft Jannika Embroidered pillow cover. 

Available online and in-stores now.",39,39,3000,2025-08-31T12:30:00.000Z,https://www.instagram.com/p/DN8GJNcUNTw/,16-03-2026,31-08-2025,169,27,3.33220451,1,1,2,3,1,3.555590082,9100,1,1,,0,0,5,2
"This season, inspiration starts at home.

From @kotoisastikujalla’s warm Scandi Christmas with the Bornholm coffee table to @chrislimonthego’s elegant festive dining around the Kingston dining table – our community shows how design can elevate the moments we share.

Tap the link in bio for more living room inspiration.

#ModernLivingRoom #ContemporaryInteriorDesign #MinimalistHomeDecor",60,60,3000,2025-07-12T07:00:53.000Z,https://www.instagram.com/p/DL_6LLKttdi/,16-03-2026,12-07-2025,199,53,3.988984047,0,1,2,3,40,4.066689513,4750,0,0,,1,1,2,2
"In the right light.

Sculptural holders, rich marbles and the kind of glow only candlelight can give.

Go ahead, light a candle (then another). The new Fall Collection is here—just in time for a mood shift.",43,43,3000,2025-07-07T06:52:41.000Z,https://www.instagram.com/p/DLzBTbJh52j/,16-03-2026,07-07-2025,202,22,3.135494216,0,1,2,3,1,4.201936789,9100,0,0,,1,0,4,2
"Curves. Comfort. Calm... The new Bolzano bed sets a new standard for bedroom design.

The signature Bolzano silhouette is reimagined as our first free-standing 360° bed. Statement wraparound curves and a floating silhouette combine comfort with visual impact, for the quietest luxury of all – a restorative experience that soothes the senses.

Discover the new Bolzano bed via the link in bio.",33,33,3000,2025-05-29T07:05:00.000Z,https://www.instagram.com/p/DKOnvQVSHAm/,16-03-2026,29-05-2025,222,55,4.025351691,1,3,2,3,1,3.521987075,12300,0,1,,1,1,0,2
"Indulge your design desires. Discover exceptional savings on timeless homeware during the @luxuryshoppingfestival 

Shop Pottery Barn at Ambience Mall Vasant Kunj, Delhi, Jio World Plaza, Mumbai or online at www.potterybarn.in.",42,42,3000,2025-04-16T07:15:16.000Z,https://www.instagram.com/p/DIf6tD8SY0P/,16-03-2026,16-04-2025,247,26,3.295836866,1,1,2,3,1,4.174786211,9100,1,1,,0,0,3,2
"Cherry red is code for romance and passion. Wearing Italian-made Avellino fabric in a speckled cherry hue, the Bolzano armchair adds vibrancy and drama to this neutral-toned living room. 
 
Searching for the perfect shade of red for your home? Follow the link in bio for free fabric samples.",74,74,250,2025-12-07T08:45:05.000Z,https://www.instagram.com/p/DR9LvvDDoy8/,16-03-2026,07-12-2025,66,39,3.688879454,0,1,1,3,29,4.464179367,4750,1,1,,1,1,1,2
"Hello, emotional support sofa.

Meet Berkeley. The deepest plushest cushions. The softest velvet upholstery. In jade green no less. Because the discerning homebody knows you can have both style and comfort.",74,74,250,2025-10-29T12:30:00.000Z,https://www.instagram.com/p/DQZKo4ygSAr/,16-03-2026,29-10-2025,96,13,2.63905733,2,0,0,3,35,2.790683541,9100,0,0,,1,0,0,2
"At home with Signe.
Our Interior Designer has created an inviting space that is uniquely hers. Mixing textures and silhouettes within a considered colour palette, Signe makes a clear style statement without compromising on calm or comfort.

#DanishSofa #ModernLivingRoom #ContemporaryInteriorDesign #DesignerLivingRoom",353,6,274,2026-03-06T08:16:31.000Z,https://www.instagram.com/p/DViTOKvCmM4/,16-03-2026,06-03-2026,4,64,4.17438727,1,1,4,3,70,4.336695596,4750,0,0,,1,1,8,2
"Rooms that give quiet grandeur.

@stagedtosellhome
@lch_interiors
@sedapiazza_design

#mycb2",0,14,1164,2026-02-27T07:50:38.000Z,https://www.instagram.com/p/DVQOvgeCEr8/,16-03-2026,27-02-2026,6,29,3.401197382,1,0,3,3,1,4.499091219,9100,1,1,,1,0,0,3
"Sweeping curves, soft edges, slow moments.

Bolzano transforms the bedroom into a warm, zen-like retreat – a place where low, enveloping curves, create a sense of ease from the moment you enter.

Click the link in bio to explore the Bolzano bed collection.",35,35,1452,2025-08-26T18:30:42.000Z,https://www.instagram.com/p/DN1A7iaXtHe/,16-03-2026,26-08-2025,172,73,4.304065093,1,1,5,3,64,5.003048,4680,0,0,,1,1,7,3
"Exceptional comfort meets a clean, simplified silhouette for a look that feels effortlessly refined and relaxed.

Shop from Pottery Barn, now available at The White Crow Store.

#TWC #RBL #PotteryBarn #NewLaunch",0,0,1463,2025-09-17T18:00:53.000Z,https://www.instagram.com/p/DOtZRVkE8Lz/,16-03-2026,17-09-2025,153,206,5.332718793,0,1,5,3,42,5.316229247,4680,0,0,,1,1,3,3
"Some things never change. He still pretends he doesn’t care. She still finds the perfect gift.
This Rakhi, it’s more than a thread. It’s her way of saying I know you, Bhai.

She’s picked it all with care
A handcrafted Rakhi
A gift box filled with his favourites
A festive look he won’t choose for himself

Everything, ready to gift. Now available in-store and online. 

#Fabindia #CelebrateIndia #CelebratingPeople #Svarnim #RakshaBandhan #SiblingGifting #FestiveSeason #HandcraftedWithLove #GiftsThatMatter #ThoughtfulGifting #RakhiShopping

[ Fabindia, Raksha Bandhan, handcrafted rakhis, sibling gifting, festive gift boxes, men’s festive wear, personal care gifts, artisanal food hampers, thoughtful presents, curated celebrations, Indian traditions, brother sister bond, meaningful rituals, festival gifting ]",99,99,1479,2025-09-26T18:00:16.000Z,https://www.instagram.com/p/DPEkcrpDF8m/,16-03-2026,26-09-2025,141,17,2.890371758,2,1,8,3,13,2.629352174,4680,0,0,,1,1,5,3
"Every month we celebrate the style and individuality of our community. This time, we're drawing inspiration from statement dining tables.

The Santiago dining table commands attention with a striking pillar-shaped leg and a round tabletop for a flowing, harmonious feeling. Styled here by @deko_kotikolo, it creates a focal point that encourages conversation.

Complementing the architectural lines of the Alicante table with the Adelaide chair and Pinecone pendant light, @space_creative_thinks uses colour and shape to craft a focal dining setting within this open-plan layout.

Find a statement dining table for your home via the link in our bio.

#LiveDanish #BoConcept #QuietLuxuryHome #MindfulDesign",0,0,1525,2026-02-22T12:33:44.000Z,https://www.instagram.com/p/DVD3Kjsk5IB/,16-03-2026,22-02-2026,11,14,2.708050201,1,1,0,3,46,3.973275947,4750,0,0,,1,1,1,3
"Hariyali Teej, a timeless thread in Svarnim, The Golden Journey.
As the monsoon breathes life into the earth, Hariyali Teej arrives like a poem. It is a celebration not just of nature’s renewal but of heritage and the quiet luxury of tradition.
The spirit of celebration embraces woven treasures, silks and maheshwaris that shimmer like rain. Suits, Saris, Kurtas crafted with soulful details for everyone. The temple jewellery echoes the elegance.
Each piece is a tribute to the hands that create these stories to fill every home with love, and memories that flow across generations.

Step into a Fabindia store to discover your festive heirlooms and thoughtful gifts. 

#Fabindia #CelebrateIndia #HariyaliTeej #TeejCelebration #MonsoonFestival #Teej #CelebrateTradition #HandcraftedFestivities #Festivevibes

[Monsoon Hues, Made in India, Loom to Life, Craft Legacy, Festive Charm, Festive Wear, Graceful Silhouettes, Monsoon Festival, Slow Fashion, Maheshwari Saree, Silk Saree, Thoughtful Gifting, Festive Essentials, Festive Must Haves]",61,61,1525,2026-02-08T22:00:37.000Z,https://www.instagram.com/p/DUgxPNIAalJ/,16-03-2026,08-02-2026,23,46,3.850147602,1,2,0,3,37,4.841756619,4680,1,1,,1,0,0,3
